,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.8276643990929705,0.5011337868480725,0.909297052154195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.528344671201814,1.0,0.5011337868480725,0.5555555555555556,0.5555555555555556,0.5918367346938775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.8276643990929705,0.691609977324263,0.63718820861678,1.0,0.691609977324263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.63718820861678,0.5918367346938775,0.63718820861678,0.63718820861678,0.63718820861678,0.63718820861678,0.63718820861678,0.5918367346938775,0.5918367346938775,0.5918367346938775,0.5918367346938775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.5918367346938775,0.5011337868480725,1.0,1.0,1.0,0.8276643990929705,0.7551020408163265,0.8276643990929705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.8276643990929705,0.5102040816326531,0.5102040816326531,0.528344671201814,0.5011337868480725,0.5102040816326531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.691609977324263,0.5011337868480725,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.5102040816326531,0.5011337868480725,0.909297052154195,0.5102040816326531,1.0,0.909297052154195,1.0,0.909297052154195,0.909297052154195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.63718820861678,0.5102040816326531,0.528344671201814,0.7551020408163265,0.8276643990929705,0.7551020408163265,1.0,0.909297052154195,0.909297052154195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.528344671201814,0.7551020408163265,0.8276643990929705,0.8276643990929705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
