,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.5011337868480725,0.7551020408163265,0.691609977324263,0.909297052154195,0.909297052154195,1.0,1.0,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,0.8276643990929705,0.8276643990929705,1.0,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0
1,0.528344671201814,0.5555555555555556,0.5011337868480725,0.8276643990929705,0.909297052154195,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.909297052154195,1.0,0.909297052154195,0.909297052154195,1.0,0.909297052154195,1.0,1.0,1.0,0.909297052154195,0.8276643990929705,0.8276643990929705,1.0
2,0.5555555555555556,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,1.0,0.8276643990929705,1.0,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0
3,0.8276643990929705,0.5011337868480725,0.909297052154195,0.909297052154195,0.909297052154195,1.0,0.909297052154195,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.909297052154195,0.909297052154195,0.909297052154195,0.909297052154195,0.909297052154195,0.909297052154195,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,1.0
4,0.691609977324263,0.909297052154195,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.8276643990929705,0.8276643990929705,0.909297052154195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.528344671201814,0.8276643990929705,0.7551020408163265,0.7551020408163265,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,0.8276643990929705,1.0
6,0.5102040816326531,0.5555555555555556,0.7551020408163265,0.7551020408163265,0.909297052154195,0.909297052154195,0.909297052154195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.8276643990929705,0.8276643990929705,0.7551020408163265,0.691609977324263,0.7551020408163265,0.8276643990929705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,1.0,1.0
8,0.7551020408163265,0.8276643990929705,0.909297052154195,0.909297052154195,0.909297052154195,0.8276643990929705,1.0,1.0,1.0,1.0,1.0,1.0,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0,1.0,1.0,1.0
9,0.5555555555555556,0.7551020408163265,0.691609977324263,0.8276643990929705,0.8276643990929705,0.7551020408163265,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,0.8276643990929705,1.0
